"Story","Title","Result","Date","Stability","Duration (s)"
"Get Post And Delete employees by api","As a user, I want delete one employee through services to carry out this process more quickly","FAILURE","2022-09-02T23:19:57.1144548-05:00[America/Bogota]","0.0","7.19"
